longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,income_cat,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-118.39,34.01,25.0,1101.0,285.0,543.0,294.0,2.3571,2,3.7448979591836733,1.846938775510204,0.25885558583106266,0,0,0,0,340600.0
-121.3,37.97,52.0,2259.0,417.0,766.0,385.0,2.2981,2,5.867532467532468,1.9896103896103896,0.1845949535192563,1,0,0,0,105400.0
-118.05,33.72,14.0,2673.0,687.0,1192.0,656.0,4.1862,3,4.074695121951219,1.8170731707317074,0.2570145903479237,0,0,0,0,188900.0
-120.07,36.97,27.0,968.0,240.0,587.0,231.0,1.6071,2,4.190476190476191,2.5411255411255413,0.24793388429752067,1,0,0,0,55000.0
-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273,5,7.0049504950495045,2.98019801980198,0.14098939929328622,0,0,0,0,289600.0
-122.05,37.54,25.0,4209.0,731.0,2568.0,703.0,5.2882,4,5.987197724039829,3.6529160739687057,0.17367545735329057,0,0,1,0,223100.0
-117.85,33.86,18.0,329.0,72.0,209.0,71.0,4.6806,4,4.633802816901408,2.943661971830986,0.2188449848024316,0,0,0,0,187500.0
-117.08,32.69,31.0,2558.0,487.0,1938.0,492.0,3.4875,3,5.199186991869919,3.9390243902439024,0.19038311180609852,0,0,0,1,117000.0
-120.69,35.34,16.0,164.0,30.0,542.0,32.0,1.6563,2,5.125,16.9375,0.18292682926829268,0,0,0,1,42500.0
-117.88,33.7,24.0,534.0,88.0,249.0,74.0,5.3254,4,7.216216216216216,3.364864864864865,0.1647940074906367,0,0,0,0,240500.0
-122.52,37.91,30.0,4174.0,739.0,1818.0,705.0,5.5951,4,5.920567375886525,2.578723404255319,0.1770483948251078,0,0,1,0,402900.0
-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875,3,4.297520661157025,4.006198347107438,0.21875,0,0,0,0,176600.0
-118.54,34.28,18.0,5481.0,780.0,2477.0,764.0,6.7248,5,7.174083769633508,3.242146596858639,0.1423097974822113,0,0,0,0,377200.0
-121.31,38.68,16.0,5179.0,1271.0,2181.0,1151.0,2.1009,2,4.499565595134666,1.894874022589053,0.24541417262019694,1,0,0,0,82500.0
-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,3,4.094545454545455,2.8654545454545453,0.2531083481349911,0,0,0,0,169800.0
-121.99,37.3,28.0,4863.0,901.0,2110.0,868.0,5.1483,4,5.602534562211981,2.4308755760368665,0.18527657824388238,0,0,0,0,342000.0
-121.92,37.3,35.0,1335.0,296.0,635.0,296.0,3.6053,3,4.510135135135135,2.14527027027027,0.22172284644194756,0,0,0,0,345800.0
-123.2,39.15,27.0,990.0,238.0,592.0,225.0,2.0074,2,4.4,2.631111111111111,0.2404040404040404,0,0,0,0,96200.0
-122.51,38.76,9.0,2589.0,482.0,1050.0,374.0,4.0435,3,6.922459893048129,2.807486631016043,0.1861722672846659,1,0,0,0,132600.0
-122.13,38.01,51.0,1262.0,309.0,608.0,298.0,2.1974,2,4.23489932885906,2.040268456375839,0.24484944532488115,0,0,1,0,139300.0
-118.26,34.11,47.0,2183.0,510.0,1445.0,503.0,3.6667,3,4.3399602385685885,2.8727634194831015,0.233623453962437,0,0,0,0,210900.0
-117.98,33.87,25.0,2037.0,515.0,1435.0,496.0,3.3199,3,4.106854838709677,2.8931451612903225,0.25282277859597446,0,0,0,0,188800.0
-117.09,32.69,18.0,1645.0,430.0,1221.0,410.0,1.3269,1,4.012195121951219,2.978048780487805,0.2613981762917933,0,0,0,1,108000.0
-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,5,7.03690036900369,3.2632226322263223,0.14630309386470897,0,0,0,0,266000.0
-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,4,6.138571428571429,2.9114285714285715,0.16686060041889691,0,0,0,0,258800.0
-124.07,40.87,47.0,1765.0,326.0,796.0,333.0,2.2138,2,5.3003003003003,2.3903903903903903,0.18470254957507082,0,0,0,1,99200.0
-121.84,37.27,17.0,2795.0,482.0,1904.0,506.0,5.0186,4,5.523715415019763,3.7628458498023716,0.17245080500894455,0,0,0,0,250800.0
-122.23,39.95,21.0,2087.0,382.0,888.0,361.0,2.207,2,5.781163434903047,2.4598337950138505,0.18303785337805462,1,0,0,0,86400.0
-117.81,33.89,13.0,3252.0,583.0,1546.0,557.0,5.8243,4,5.838420107719928,2.7755834829443446,0.17927429274292742,0,0,0,0,297900.0
-122.53,37.95,22.0,7446.0,1979.0,2980.0,1888.0,3.5838,3,3.9438559322033897,1.5783898305084745,0.2657802847166264,0,0,1,0,271300.0
-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,4,6.353430353430354,2.2931392931392933,0.16001308900523561,0,0,1,0,247300.0
-121.34,38.62,20.0,4021.0,864.0,1658.0,730.0,2.4537,2,5.508219178082192,2.271232876712329,0.21487192240736136,1,0,0,0,153000.0
-121.41,38.53,35.0,2061.0,371.0,1110.0,342.0,3.1944,3,6.026315789473684,3.245614035087719,0.18000970402717129,1,0,0,0,79000.0
-122.17,37.75,47.0,998.0,211.0,597.0,185.0,3.1587,3,5.394594594594595,3.227027027027027,0.21142284569138275,0,0,1,0,100400.0
-121.63,36.65,44.0,309.0,121.0,315.0,80.0,1.6071,2,3.8625,3.9375,0.39158576051779936,0,0,0,0,112500.0
-121.0,37.61,36.0,2647.0,604.0,2045.0,550.0,2.273,2,4.8127272727272725,3.7181818181818183,0.22818284850774462,1,0,0,0,62900.0
-121.84,39.73,52.0,857.0,232.0,520.0,198.0,0.987,1,4.328282828282828,2.6262626262626263,0.2707117852975496,1,0,0,0,112500.0
-122.01,39.21,50.0,1592.0,372.0,781.0,307.0,2.2679,2,5.185667752442996,2.543973941368078,0.23366834170854273,1,0,0,0,69100.0
-118.19,33.87,42.0,1213.0,269.0,628.0,229.0,3.6987,3,5.296943231441048,2.7423580786026203,0.22176422093981862,0,0,0,0,152100.0
-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,4,6.795297372060857,2.773167358229599,0.15143496845104823,1,0,0,0,187900.0
-122.07,37.39,37.0,1169.0,239.0,589.0,249.0,5.0131,4,4.694779116465863,2.3654618473895583,0.20444824636441403,0,0,1,0,330300.0
-118.25,34.01,45.0,782.0,270.0,1030.0,235.0,1.0898,1,3.3276595744680852,4.382978723404255,0.3452685421994885,0,0,0,0,93400.0
-121.17,37.97,28.0,1374.0,248.0,769.0,229.0,3.6389,3,6.0,3.3580786026200875,0.1804949053857351,1,0,0,0,130400.0
-118.31,33.73,52.0,1665.0,280.0,656.0,282.0,5.249,4,5.904255319148936,2.326241134751773,0.16816816816816818,0,0,0,1,351900.0
-117.5,34.04,4.0,3428.0,649.0,2158.0,632.0,5.0175,4,5.424050632911392,3.4145569620253164,0.18932322053675613,1,0,0,0,143400.0
-117.16,32.75,49.0,1566.0,494.0,643.0,419.0,1.9637,2,3.7374701670644392,1.5346062052505967,0.31545338441890164,0,0,0,1,137500.0
-118.63,34.17,33.0,4769.0,787.0,2019.0,743.0,5.5798,4,6.4185733512786,2.7173620457604306,0.16502411407003564,0,0,0,0,338200.0
-118.42,34.24,17.0,2049.0,548.0,2243.0,541.0,2.525,2,3.7874306839186693,4.146025878003697,0.2674475353831137,0,0,0,0,163700.0
-117.75,34.07,52.0,1279.0,213.0,444.0,204.0,5.2269,4,6.269607843137255,2.176470588235294,0.16653635652853793,1,0,0,0,161000.0
-117.18,34.04,38.0,2492.0,381.0,1003.0,369.0,3.6875,3,6.753387533875339,2.7181571815718155,0.1528892455858748,1,0,0,0,152800.0
-121.52,39.48,21.0,2628.0,494.0,1364.0,468.0,2.0455,2,5.615384615384615,2.9145299145299144,0.18797564687975646,1,0,0,0,59400.0
-121.98,37.23,33.0,3585.0,935.0,1511.0,835.0,3.1176,3,4.293413173652695,1.8095808383233534,0.2608089260808926,0,0,0,0,396300.0
-117.09,32.65,20.0,1445.0,323.0,573.0,334.0,2.619,2,4.326347305389222,1.715568862275449,0.2235294117647059,0,0,0,1,145800.0
-121.47,38.57,52.0,438.0,103.0,176.0,99.0,3.0217,3,4.424242424242424,1.7777777777777777,0.23515981735159816,1,0,0,0,200000.0
-118.23,33.91,34.0,1060.0,276.0,1215.0,250.0,2.0804,2,4.24,4.86,0.26037735849056604,0,0,0,0,84700.0
-118.25,34.15,13.0,1107.0,479.0,616.0,443.0,0.8185,1,2.4988713318284423,1.3905191873589164,0.4327009936766034,0,0,0,0,187500.0
-117.28,33.22,13.0,2832.0,542.0,1065.0,531.0,2.3844,2,5.333333333333333,2.005649717514124,0.19138418079096045,0,0,0,0,98600.0
-122.44,37.79,52.0,1726.0,384.0,614.0,356.0,3.6812,3,4.848314606741573,1.7247191011235956,0.22247972190034762,0,0,1,0,500000.0
-117.89,34.07,35.0,834.0,137.0,392.0,123.0,4.5179,4,6.780487804878049,3.186991869918699,0.1642685851318945,0,0,0,0,218800.0
-124.14,40.79,38.0,1552.0,290.0,873.0,291.0,2.4896,2,5.333333333333333,3.0,0.18685567010309279,0,0,0,1,81000.0
-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,3,5.009803921568627,2.519607843137255,0.2035225048923679,1,0,0,0,69500.0
-117.02,32.69,7.0,6055.0,1004.0,3031.0,952.0,4.436,3,6.360294117647059,3.1838235294117645,0.165813377374071,0,0,0,1,135000.0
-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,1.6355,2,2.338957055214724,3.8496932515337425,0.4786885245901639,0,0,0,0,162500.0
-118.28,33.95,40.0,2044.0,538.0,2150.0,524.0,2.1437,2,3.900763358778626,4.103053435114504,0.26320939334637966,0,0,0,0,94800.0
-117.2,33.38,14.0,5392.0,821.0,2350.0,810.0,5.0507,4,6.6567901234567906,2.9012345679012346,0.15226261127596438,0,0,0,0,291500.0
-121.86,37.22,18.0,7245.0,1029.0,2893.0,1049.0,6.9508,5,6.906577693040991,2.757864632983794,0.14202898550724638,0,0,0,0,361200.0
-118.43,34.05,52.0,1693.0,290.0,727.0,305.0,6.7115,5,5.550819672131148,2.3836065573770493,0.17129356172474897,0,0,0,0,500001.0
-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,5,7.526315789473684,3.0182186234817814,0.13232920925228617,0,0,0,0,391200.0
-121.05,38.97,12.0,3676.0,550.0,1572.0,510.0,4.8214,4,7.207843137254902,3.0823529411764707,0.14961915125136016,1,0,0,0,201900.0
-117.3,34.53,38.0,1643.0,489.0,1196.0,406.0,1.2275,1,4.04679802955665,2.9458128078817736,0.29762629336579427,1,0,0,0,64100.0
-117.86,33.75,31.0,1761.0,515.0,1810.0,468.0,1.9309,2,3.7628205128205128,3.8675213675213675,0.2924474730266894,0,0,0,0,173400.0
-117.34,33.23,11.0,3737.0,757.0,2212.0,727.0,3.1062,3,5.140302613480055,3.0426409903713894,0.20256890553920257,0,0,0,1,141000.0
-122.46,37.74,52.0,2053.0,281.0,791.0,287.0,10.959,5,7.153310104529616,2.7560975609756095,0.13687286897223574,0,0,1,0,500001.0
-118.27,33.96,42.0,796.0,203.0,697.0,177.0,2.037,2,4.497175141242938,3.937853107344633,0.2550251256281407,0,0,0,0,92600.0
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,2,3.6953642384105962,4.188741721854305,0.2939068100358423,0,0,0,0,155200.0
-118.31,33.99,44.0,1703.0,358.0,789.0,249.0,1.7083,2,6.839357429718875,3.1686746987951806,0.21021726365237817,0,0,0,0,100000.0
-118.26,33.96,37.0,1625.0,383.0,1243.0,350.0,1.3971,1,4.642857142857143,3.5514285714285716,0.2356923076923077,0,0,0,0,89800.0
-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001,5,7.138702460850112,2.0805369127516777,0.15104982764023817,0,0,0,0,500001.0
-118.0,34.14,31.0,1298.0,431.0,1131.0,425.0,1.0548,1,3.0541176470588236,2.6611764705882353,0.3320493066255778,1,0,0,0,178100.0
-121.64,36.7,32.0,4089.0,735.0,2927.0,713.0,4.1675,3,5.73492286115007,4.105189340813464,0.1797505502567865,0,0,0,0,142500.0
-119.78,36.8,34.0,3426.0,623.0,1938.0,647.0,2.8994,2,5.295208655332303,2.9953632148377127,0.18184471687098658,1,0,0,0,66000.0
-118.14,34.17,52.0,2687.0,600.0,1716.0,544.0,2.7201,2,4.939338235294118,3.1544117647058822,0.22329735764793449,0,0,0,0,205700.0
-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,2,3.143769968051118,2.4824281150159746,0.30386178861788615,0,0,0,0,275000.0
-118.47,34.23,22.0,8350.0,2717.0,9135.0,2452.0,2.5008,2,3.405383360522023,3.7255301794453506,0.3253892215568862,0,0,0,0,160000.0
-118.3,33.97,46.0,1425.0,317.0,1140.0,304.0,3.375,3,4.6875,3.75,0.22245614035087719,0,0,0,0,98500.0
-118.12,33.91,36.0,1432.0,265.0,749.0,261.0,3.5772,3,5.486590038314176,2.8697318007662833,0.18505586592178772,0,0,0,0,207400.0
-117.64,34.07,43.0,1970.0,379.0,1036.0,391.0,3.2083,3,5.038363171355499,2.649616368286445,0.19238578680203045,1,0,0,0,122800.0
-121.91,37.3,31.0,2095.0,427.0,829.0,405.0,3.6563,3,5.172839506172839,2.0469135802469136,0.20381861575178997,0,0,0,0,344700.0
-121.41,38.64,38.0,1384.0,287.0,682.0,280.0,1.9167,2,4.942857142857143,2.4357142857142855,0.2073699421965318,1,0,0,0,64400.0
-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679,3,4.517241379310345,1.5682758620689654,0.25557251908396944,0,0,1,0,500001.0
-118.33,33.79,29.0,4389.0,873.0,2069.0,901.0,4.1071,3,4.871254162042176,2.2963374028856824,0.19890635680109364,0,0,0,0,365600.0
-121.91,37.93,13.0,1610.0,198.0,703.0,217.0,8.7059,5,7.419354838709677,3.23963133640553,0.12298136645962733,1,0,0,0,329400.0
-122.72,38.44,52.0,1059.0,281.0,627.0,273.0,1.5357,2,3.879120879120879,2.2967032967032965,0.26534466477809254,0,0,0,0,137500.0
-116.98,33.74,25.0,4952.0,1062.0,1589.0,1024.0,1.8446,2,4.8359375,1.5517578125,0.2144588045234249,1,0,0,0,85700.0
-122.46,38.29,35.0,1762.0,350.0,686.0,339.0,3.5982,3,5.1976401179941005,2.023598820058997,0.19863791146424517,0,0,1,0,271700.0
-122.07,37.59,13.0,2578.0,551.0,1680.0,528.0,4.825,4,4.882575757575758,3.1818181818181817,0.21373157486423583,0,0,1,0,222000.0
-119.06,35.32,15.0,3944.0,746.0,2355.0,757.0,3.569,3,5.2100396301188905,3.1109643328929986,0.18914807302231237,1,0,0,0,70700.0
-118.54,34.17,11.0,1080.0,174.0,386.0,160.0,6.1274,5,6.75,2.4125,0.16111111111111112,0,0,0,0,315900.0
-121.68,37.0,19.0,3754.0,588.0,1692.0,550.0,6.7644,5,6.825454545454545,3.076363636363636,0.15663292488012787,0,0,0,0,412600.0
-117.18,32.84,32.0,1351.0,237.0,823.0,269.0,4.2768,3,5.022304832713755,3.059479553903346,0.17542561065877127,0,0,0,1,167800.0
-119.78,36.75,49.0,1175.0,307.0,982.0,278.0,1.2937,1,4.226618705035971,3.5323741007194243,0.2612765957446809,1,0,0,0,52000.0
-118.48,33.43,29.0,716.0,214.0,422.0,173.0,2.6042,2,4.138728323699422,2.439306358381503,0.2988826815642458,0,1,0,0,287500.0
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,3,5.109965635738831,2.9656357388316152,0.19905850706119704,0,0,0,0,186200.0
-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,4,6.345454545454546,2.7381818181818183,0.15472779369627507,1,0,0,0,318500.0
-119.24,35.68,21.0,1885.0,398.0,1539.0,388.0,2.5208,2,4.858247422680412,3.966494845360825,0.21114058355437665,1,0,0,0,58500.0
-117.38,34.2,16.0,193.0,45.0,312.0,76.0,3.7578,3,2.539473684210526,4.105263157894737,0.23316062176165803,1,0,0,0,137500.0
-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,4.9808,4,5.424778761061947,3.050147492625369,0.1881457313757477,0,0,0,0,212300.0
-118.13,34.11,52.0,2568.0,345.0,1102.0,345.0,9.1373,5,7.443478260869565,3.1942028985507247,0.13434579439252337,0,0,0,0,500001.0
-118.1,33.93,33.0,1474.0,325.0,1205.0,335.0,3.1397,3,4.4,3.5970149253731343,0.22048846675712347,0,0,0,0,166800.0
-121.99,37.33,35.0,1802.0,291.0,841.0,315.0,4.8365,4,5.720634920634921,2.6698412698412697,0.16148723640399557,0,0,0,0,313900.0
-121.57,39.12,30.0,2601.0,534.0,1702.0,506.0,2.08,2,5.140316205533597,3.3636363636363638,0.20530565167243367,1,0,0,0,56600.0
-124.17,40.62,32.0,1595.0,309.0,706.0,277.0,2.8958,2,5.758122743682311,2.5487364620938626,0.19373040752351098,0,0,0,1,86400.0
-122.65,38.97,32.0,1856.0,472.0,703.0,292.0,1.1912,1,6.3561643835616435,2.4075342465753424,0.2543103448275862,1,0,0,0,60000.0
-116.96,32.85,11.0,9724.0,1796.0,5247.0,1777.0,4.1716,3,5.472144063027574,2.952729319077096,0.18469765528589058,0,0,0,0,166100.0
-121.3,38.13,27.0,1004.0,192.0,470.0,192.0,2.8942,2,5.229166666666667,2.4479166666666665,0.19123505976095617,1,0,0,0,116700.0
-122.47,37.79,52.0,437.0,105.0,194.0,87.0,2.8125,2,5.022988505747127,2.2298850574712645,0.2402745995423341,0,0,1,0,500001.0
-122.5,37.76,46.0,1491.0,285.0,841.0,306.0,4.5329,4,4.872549019607843,2.7483660130718954,0.19114688128772636,0,0,0,1,278800.0
-117.11,32.67,43.0,515.0,146.0,445.0,140.0,1.6094,2,3.6785714285714284,3.1785714285714284,0.283495145631068,0,0,0,1,93000.0
-118.09,34.06,31.0,1146.0,289.0,1163.0,258.0,2.2083,2,4.441860465116279,4.507751937984496,0.25218150087260033,0,0,0,0,185600.0
-118.37,34.14,21.0,4670.0,1161.0,1914.0,1094.0,3.7986,3,4.26873857404022,1.7495429616087752,0.24860813704496787,0,0,0,0,367700.0
-120.37,38.23,13.0,4401.0,829.0,924.0,383.0,2.6942,2,11.490861618798956,2.412532637075718,0.18836628039082026,1,0,0,0,123500.0
-119.01,35.37,44.0,593.0,136.0,364.0,121.0,1.4779,1,4.900826446280992,3.0082644628099175,0.22934232715008432,1,0,0,0,66000.0
-118.37,33.77,26.0,6339.0,876.0,2540.0,880.0,10.1447,5,7.203409090909091,2.8863636363636362,0.13819214387127307,0,0,0,1,500001.0
-121.32,35.95,31.0,372.0,68.0,479.0,67.0,3.5547,3,5.552238805970149,7.149253731343284,0.1827956989247312,0,0,0,1,200000.0
-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,2,4.262903225806451,1.9548387096774194,0.23685206205069997,0,0,1,0,159200.0
-118.29,33.73,21.0,2492.0,711.0,1699.0,672.0,2.1382,2,3.7083333333333335,2.5282738095238093,0.28531300160513645,0,0,0,1,242300.0
-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,2,5.720657276995305,3.2863849765258215,0.18178087812884694,0,0,0,0,251100.0
-118.39,37.36,38.0,1813.0,410.0,902.0,396.0,2.3261,2,4.578282828282828,2.2777777777777777,0.22614451185879758,1,0,0,0,98400.0
-119.01,35.36,24.0,1941.0,484.0,1277.0,435.0,1.056,1,4.462068965517242,2.935632183908046,0.24935600206079342,1,0,0,0,51600.0
-117.95,33.69,24.0,4269.0,618.0,1954.0,597.0,6.9261,5,7.150753768844221,3.273031825795645,0.14476458186929023,0,0,0,0,284600.0
-116.17,33.67,18.0,3585.0,800.0,3873.0,788.0,2.5714,2,4.549492385786802,4.91497461928934,0.22315202231520223,1,0,0,0,65900.0
-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,5,8.146496815286625,2.624203821656051,0.127443315089914,1,0,0,0,293800.0
-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349,3,3.41109709962169,1.9243379571248425,0.2902033271719039,0,0,0,0,266700.0
-118.2,33.94,43.0,1934.0,511.0,1895.0,493.0,2.5029,2,3.922920892494929,3.843813387423935,0.2642192347466391,0,0,0,0,159700.0
-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3.0273,3,4.706422018348624,3.2752293577981653,0.22105263157894736,0,0,0,1,135300.0
-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,5,6.721374045801527,3.2557251908396947,0.15417376490630325,0,0,0,0,241200.0
-121.62,38.96,36.0,1826.0,329.0,1068.0,318.0,1.9797,2,5.7421383647798745,3.358490566037736,0.1801752464403067,1,0,0,0,118800.0
-119.26,34.28,41.0,2822.0,564.0,1288.0,541.0,3.0799,3,5.21626617375231,2.3807763401109057,0.1998582565556343,0,0,0,1,254100.0
-122.01,38.35,18.0,4486.0,723.0,1600.0,697.0,3.8651,3,6.436154949784792,2.2955523672883786,0.16116807846633974,1,0,0,0,189700.0
-116.57,35.43,8.0,9975.0,1743.0,6835.0,1439.0,2.7138,2,6.931897150799166,4.749826268241835,0.17473684210526316,1,0,0,0,22500.0
-124.1,41.04,26.0,1633.0,380.0,890.0,370.0,1.9741,2,4.4135135135135135,2.4054054054054053,0.23270055113288426,0,0,0,1,97900.0
-118.94,35.39,27.0,3074.0,452.0,1223.0,452.0,5.4592,4,6.800884955752212,2.7057522123893807,0.14703968770331816,1,0,0,0,139100.0
-118.36,34.09,36.0,1616.0,465.0,773.0,429.0,2.6,2,3.766899766899767,1.8018648018648018,0.2877475247524752,0,0,0,0,313600.0
-118.49,34.02,28.0,2545.0,752.0,1548.0,679.0,2.9125,2,3.748159057437408,2.279823269513991,0.2954813359528487,0,0,0,0,475000.0
-117.09,32.57,17.0,444.0,83.0,357.0,87.0,5.1478,4,5.103448275862069,4.103448275862069,0.18693693693693694,0,0,0,1,138900.0
-120.45,34.88,15.0,2143.0,286.0,929.0,315.0,5.7306,4,6.803174603174603,2.9492063492063494,0.13345776948203453,0,0,0,0,269700.0
-122.25,37.85,52.0,919.0,213.0,413.0,193.0,4.0368,3,4.761658031088083,2.139896373056995,0.23177366702937977,0,0,1,0,269700.0
-122.39,37.59,33.0,2064.0,299.0,813.0,303.0,6.0374,5,6.811881188118812,2.6831683168316833,0.14486434108527133,0,0,0,1,500001.0
-118.33,34.01,44.0,1762.0,463.0,786.0,445.0,1.9231,2,3.959550561797753,1.7662921348314606,0.26276958002270145,0,0,0,0,188500.0
-121.26,38.74,22.0,7173.0,1314.0,3526.0,1316.0,3.3941,3,5.4506079027355625,2.6793313069908815,0.18318695106649938,1,0,0,0,135900.0
-122.12,37.37,37.0,1446.0,181.0,549.0,190.0,10.7355,5,7.610526315789474,2.889473684210526,0.1251728907330567,0,0,1,0,500001.0
-119.19,34.16,35.0,2733.0,510.0,1814.0,511.0,4.4187,3,5.348336594911937,3.5499021526418786,0.18660812294182216,0,0,0,1,183400.0
-119.16,34.23,26.0,5444.0,1293.0,3700.0,1158.0,2.7556,2,4.701208981001727,3.1951640759930915,0.23750918442321822,0,0,0,1,213200.0
-117.92,33.83,17.0,382.0,86.0,272.0,81.0,1.425,1,4.716049382716049,3.3580246913580245,0.225130890052356,0,0,0,0,212500.0
-117.95,33.82,29.0,2929.0,640.0,1618.0,584.0,3.6875,3,5.015410958904109,2.7705479452054793,0.21850460908159783,0,0,0,0,213200.0
-122.47,37.77,52.0,2241.0,443.0,1042.0,377.0,4.1635,3,5.9442970822281165,2.763925729442971,0.19767960731816153,0,0,1,0,398400.0
-118.38,33.86,29.0,2787.0,475.0,1182.0,444.0,6.7613,5,6.277027027027027,2.6621621621621623,0.1704341585934697,0,0,0,0,352700.0
-118.12,33.81,36.0,1665.0,291.0,721.0,294.0,4.6875,4,5.663265306122449,2.4523809523809526,0.17477477477477477,0,0,0,0,250700.0
-122.45,37.79,52.0,2196.0,280.0,668.0,291.0,10.0914,5,7.546391752577319,2.29553264604811,0.12750455373406194,0,0,1,0,500001.0
-117.78,33.97,2.0,556.0,63.0,179.0,54.0,8.4411,5,10.296296296296296,3.314814814814815,0.11330935251798561,0,0,0,0,500001.0
-121.74,37.35,34.0,440.0,90.0,217.0,93.0,5.2327,4,4.731182795698925,2.3333333333333335,0.20454545454545456,0,0,0,0,500001.0
-120.42,40.38,26.0,1652.0,313.0,762.0,280.0,2.4757,2,5.9,2.7214285714285715,0.1894673123486683,1,0,0,0,85600.0
-117.1,32.96,7.0,3619.0,770.0,1134.0,482.0,4.1279,3,7.508298755186722,2.3526970954356847,0.2127659574468085,0,0,0,0,167600.0
-120.98,38.68,5.0,4810.0,909.0,2242.0,900.0,3.2964,3,5.344444444444444,2.491111111111111,0.188981288981289,1,0,0,0,176900.0
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713,2,3.879432624113475,1.6374113475177305,0.2746800731261426,0,0,0,0,312500.0
-118.07,33.98,41.0,1478.0,273.0,916.0,281.0,3.9688,3,5.259786476868327,3.2597864768683276,0.18470906630581868,0,0,0,0,169800.0
-120.47,34.64,16.0,1912.0,406.0,1009.0,417.0,3.4063,3,4.585131894484412,2.419664268585132,0.21234309623430964,0,0,0,1,138000.0
-118.28,34.03,40.0,2118.0,796.0,2195.0,658.0,1.7976,2,3.2188449848024314,3.335866261398176,0.37582625118035884,0,0,0,0,164600.0
-122.0,38.37,18.0,1048.0,185.0,469.0,162.0,3.625,3,6.469135802469136,2.8950617283950617,0.1765267175572519,1,0,0,0,125000.0
-122.17,40.2,28.0,1782.0,334.0,873.0,311.0,3.3594,3,5.729903536977492,2.807073954983923,0.18742985409652077,1,0,0,0,79100.0
-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643,4,5.118367346938776,2.5673469387755103,0.18261562998405104,0,0,0,0,236100.0
-122.4,37.79,52.0,1185.0,660.0,1007.0,623.0,1.4552,1,1.9020866773675762,1.6163723916532906,0.5569620253164557,0,0,1,0,450000.0
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,3,6.205776173285199,2.891696750902527,0.17539267015706805,1,0,0,0,120500.0
-117.63,34.12,4.0,4323.0,775.0,1479.0,663.0,6.0758,5,6.520361990950226,2.230769230769231,0.17927365255609531,1,0,0,0,226800.0
-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,1,4.407317073170732,3.5609756097560976,0.25733259546209186,1,0,0,0,54800.0
-118.4,34.19,35.0,2180.0,599.0,1483.0,574.0,3.0395,3,3.797909407665505,2.583623693379791,0.27477064220183484,0,0,0,0,191300.0
-117.13,33.14,5.0,2618.0,539.0,1320.0,512.0,4.1053,3,5.11328125,2.578125,0.20588235294117646,0,0,0,0,171400.0
-118.52,34.29,28.0,2272.0,320.0,868.0,312.0,7.7464,5,7.282051282051282,2.782051282051282,0.14084507042253522,0,0,0,0,474600.0
-117.67,33.51,19.0,1258.0,246.0,545.0,227.0,2.9762,2,5.541850220264317,2.4008810572687223,0.19554848966613672,0,0,0,0,184400.0
-118.3,33.99,45.0,1701.0,452.0,1484.0,427.0,1.84,2,3.9836065573770494,3.4754098360655736,0.2657260435038213,0,0,0,0,91400.0
-121.87,37.38,16.0,3275.0,529.0,1863.0,527.0,5.5429,4,6.214421252371917,3.5351043643263758,0.1615267175572519,0,0,0,0,269100.0
-119.45,35.13,34.0,1440.0,309.0,808.0,294.0,2.3013,2,4.8979591836734695,2.748299319727891,0.21458333333333332,1,0,0,0,26600.0
-121.29,37.94,40.0,2827.0,655.0,2037.0,574.0,2.0303,2,4.925087108013937,3.548780487804878,0.23169437566324727,1,0,0,0,63800.0
